product_id,source_product_name,digit_in_url
2413,"Redmi 6 (Rose Gold, 3GB RAM, 64GB Storage)",NA
2234,"Redmi Note 5 (Gold, 64 GB) (4 GB RAM)",NA
2234,"Redmi Note 5 (Rose Gold, 32 GB)",NA
2234,"Redmi Note 5 (Rose Gold, 64 GB)",NA
2234,"Redmi Note 5 (Rose Gold, 64 GB) (4 GB RAM)",NA
2485,"Samsung Galaxy A10 (Red, 32 GB)",NA
2500,"Samsung Galaxy A2 Core (Blue, 1GB RAM, 16GB Storage) with Offer",NA
2500,"Samsung Galaxy A2 Core (Blue, 1GB RAM, 16GB Storage) with Offer",NA
2500,"Samsung Galaxy A2 Core (Blue, 1GB RAM, 16GB Storage) with Offer",NA
2500,"Samsung Galaxy A2 Core (Dark Gray, 16 GB)",NA
2500,"Samsung Galaxy A2 Core (Dark Grey, 1GB RAM, 16GB Storage) with Offer",NA
2489,"Samsung Galaxy A20 (Black, 3GB RAM, 32GB Storage) Without Offer",NA
2489,"Samsung Galaxy A20 (Blue, 3GB RAM, 32GB Storage) Without Offer",NA
2489,"Samsung Galaxy A20 (Red, 32 GB)",NA
2439,"Samsung Galaxy A50 (Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",NA
2439,"Samsung Galaxy A50 (Black, 64 GB)",NA
2439,"Samsung Galaxy A50 (Blue, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",NA
1622,"Samsung Galaxy J2 Pro (Black, 16 GB)",NA
1829,"Samsung Galaxy J5 Prime (Black, 32 GB)",NA
1829,"Samsung Galaxy J5 Prime (Gold, 32 GB)",NA
2449,"Samsung Galaxy M10 (Charcoal Black, 32 GB)",NA
2450,"Samsung Galaxy M20 (Ocean Blue, 32 GB)",NA
2268,"Vivo NEX (Black, 128 GB)",NA
2394,"Vivo V11 Pro (Starry Night Black, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",NA
2487,"Vivo V15 (Frozen Black, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",NA
2056,Vivo V5s (Matte Black),NA
2261,"Vivo V9 (Pearl Black, 64 GB)",NA
2396,"Vivo V9 Pro (Black, 64 GB)",NA
2269,"Vivo X21 (Black, 128 GB)",NA
1689,"Vivo Y21L (White, 16 GB)",NA
2481,"Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage)",NA
2481,"Vivo Y91i (Fusion Black, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",NA
2481,"Vivo Y91i (Ocean Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",NA
2413,"Xiaomi Redmi 6 (Gold, 3GB RAM, 64GB Storage)",NA
2459,"XOLO Era 4x (Black, 16 GB)",NA
2459,"XOLO Era 4x (Gold, 16 GB)",NA
2459,"XOLO Era 4x (Gold, 16 GB)",NA
2459,"XOLO ERA 4X (Gold, 1GB RAM, 16GB Storage)",NA
2459,"XOLO ERA 4X (Gold, 1GB RAM, 16GB Storage)",NA
2490,Realme C1 (2Gb+32GB){Mirror Black},
2461,,
